Brand,Processor_Brand,Processor_Full,Price,Discount,Original_price,RAM_GB,OS,Platform,Storage_GB,Storage_unit,Display_cm,Display_inch,Warranty,Availability,Processor_Gen_Num,Clean_Description
Hp,Intel,Intel Core i5 Processor (13th Gen),72990,21,93322.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,13.0,Intel Core i5 Processor (13th Gen); 16 GB DDR4 RAM; Windows 11 Home Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1 Year Carry-in Warranty
Dell,Intel,Intel Core i5 Processor (13th Gen),72990,28,102317.0,8.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,13.0,"Intel Core i5 Processor (13th Gen); 8 GB LPDDR5 RAM; Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 inch) Touchscreen Display; Windows 11, Microsoft Office; 12 Months"
Lenovo,Intel,Intel Core i5 Processor (13th Gen),72990,23,95000.0,16.0,Windows 11,Windows,512.0,GB SSD,40.64,16.0,1.0,In Stock,13.0,Intel Core i5 Processor (13th Gen); 16 GB LPDDR5 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 40.64 cm (16 inch) Display; 1 Year Onsite
Asus,Intel,Intel Core 5 Processor (1st Gen),72990,1,73990.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,12.0,Intel Core 5 Processor (1st Gen); 16 GB DDR4 RAM; Windows 11 Home Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1 YEAR INTERNATIONAL
Lenovo,Intel,Intel Core i5 Processor (12th Gen),72990,18,90000.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,12.0,Intel Core i5 Processor (12th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; Microsoft Office Home & Student 2021; 1 Year Onsite Warranty
Lenovo,AMD,AMD Ryzen 5 Hexa Core Processor,72990,14,85000.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,9.0,AMD Ryzen 5 Hexa Core Processor; 16 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite warranty
Hp,Intel,Intel Core i5 Processor (14th Gen),72990,24,96958.0,16.0,Windows 11,Windows,512.0,GB SSD,40.89,16.1,1.0,In Stock,14.0,"Intel Core i5 Processor (14th Gen); 16 GB DDR5 RAM; Windows 11 Home Operating System; 512 GB SSD; 40.89 cm (16.1 inch) Display; Microsoft Office Home 2024, 1 Yearr M365 Basic, Misc PC Game Pass DA 3M; 1 Year Onsite Warranty"
Msi,Intel,Intel Core i7 Processor (13th Gen),72990,41,123990.0,32.0,Windows 11,Windows,1024.0,TB,35.56,14.0,3.0,In Stock,13.0,Intel Core i7 Processor (13th Gen); 32 GB DDR4 RAM; Windows 11 Operating System; 1 TB SSD; 35.56 cm (14 Inch) Display; 3 Year Onsite Warranty
Lenovo,Intel,Intel Core i5 Processor (13th Gen),72989,30,104490.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,13.0,Intel Core i5 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; Office Home & Student 2021; 1Yr Warranty and 1 Yr Accidental Damage Protection
Lenovo,Intel,Intel Core i5 Processor (13th Gen),72900,15,85790.0,16.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,13.0,Intel Core i5 Processor (13th Gen); 16 GB LPDDR5 RAM; Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Display; Microsoft Office Home & Student 2021; 1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection
Dell,Intel,Intel Core i5 Processor (13th Gen),72490,17,88355.0,16.0,Windows 11,Windows,512.0,GB SSD,40.64,16.0,1.0,In Stock,13.0,"Intel Core i5 Processor (13th Gen); 16 GB LPDDR5 RAM; Windows 11 Operating System; 512 GB SSD; 40.64 cm (16 Inch) Display; My Dell (Dell Power Manager,Dell Support Assist); 1 Year Onsite Hardware Service"
Dell,Intel,Intel Core i5 Processor (11th Gen),72490,24,96580.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,11.0,Intel Core i5 Processor (11th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1 Year Onsite Warranty
Dell,Intel,Intel Core i5 Processor (11th Gen),72480,18,88400.0,16.0,Windows 10,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,11.0,Intel Core i5 Processor (11th Gen); 16 GB DDR4 RAM; Windows 10 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1 Year Onsite Warranty
Hp,Intel,Intel Core i5 Processor (13th Gen),72290,26,97759.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,13.0,Intel Core i5 Processor (13th Gen); 16 GB DDR4 RAM; Windows 11 Home Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1 Year Carry-in Warranty
Acer,Intel,Intel Core i5 Processor (12th Gen),72260,20,90999.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,12.0,"Intel Core i5 Processor (12th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; Acer Care Center, Acer Product Registration, NitroSense; 1 Year International Travelers Warranty (ITW)"
Lenovo,Intel,Intel Core i5 Processor (12th Gen),72036,24,95000.0,16.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,12.0,Intel Core i5 Processor (12th Gen); 16 GB LPDDR4X RAM; Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Display; 1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection
Hp,AMD,AMD Ryzen 5 Processor,72000,21,91544.0,16.0,Windows 11,Windows,512.0,GB SSD,33.78,13.3,1.0,In Stock,9.0,AMD Ryzen 5 Processor; 16 GB LPDDR5X RAM; Windows 11 Home Operating System; 512 GB SSD; 33.78 cm (13.3 inch) Display; ONSITE
Hp,Intel,Intel Core i7 Processor (12th Gen),71990,28,99990.0,8.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,12.0,Intel Core i7 Processor (12th Gen); 8 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1 Year Onsite Warranty
Acer,Intel,Intel Core i7 Processor (13th Gen),71990,24,94999.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,13.0,Intel Core i7 Processor (13th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Home Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Warranty
Msi,Intel,Intel Core i7 Processor (12th Gen),71990,22,92990.0,16.0,Windows 11,Windows,1024.0,TB,39.62,15.6,2.0,In Stock,12.0,Intel Core i7 Processor (12th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Display; 2 Year Onsite Warranty
Msi,Intel,Intel Core i5 Processor (12th Gen),71990,24,94990.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,2.0,In Stock,12.0,Intel Core i5 Processor (12th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 2 Year Onsite Warranty
Lenovo,Intel,Intel Core i5 Processor (11th Gen),71990,32,105999.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,11.0,Intel Core i5 Processor (11th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection
Dell,AMD,AMD Ryzen 5 Hexa Core Processor,71990,8,78990.0,8.0,Windows 10,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,9.0,AMD Ryzen 5 Hexa Core Processor; 8 GB DDR4 RAM; 64 bit Windows 10 Operating System; 512 GB SSD; 35.56 cm (14 inch) Display; MS Office Home & Student 2019; 1 Year Onsite Warranty
Lenovo,AMD,AMD Ryzen 5 Quad Core Processor,71990,10,80000.0,8.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,9.0,AMD Ryzen 5 Quad Core Processor; 8 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1 Year Carry-in Warranty
Msi,AMD,AMD Ryzen 5 Hexa Core Processor,71990,21,91990.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,2.0,In Stock,9.0,AMD Ryzen 5 Hexa Core Processor; 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 2 Year Onsite Warranty
Lenovo,Intel,Intel Core i5 Processor (11th Gen),71950,20,90000.0,8.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,11.0,Intel Core i5 Processor (11th Gen); 8 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Warranty + 1 Year Premium Care + 1 Year ADP
Hp,Intel,Intel Core i5 Processor (12th Gen),71890,21,91990.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,12.0,Intel Core i5 Processor (12th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite Warranty
Dell,Qualcomm,Qualcomm Snapdragon X Plus Processor,71890,32,106536.0,16.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,12.0,"Qualcomm Snapdragon X Plus Processor; 16 GB LPDDR5 RAM; Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Display; My Dell (Dell Power Manager,Dell Support Assist); 1 Year Onsite Hardware Service"
Asus,Intel,Intel Core i9 Processor (13th Gen),71703,28,99990.0,16.0,Windows 11,Windows,512.0,GB SSD,40.64,16.0,1.0,In Stock,13.0,"Intel Core i9 Processor (13th Gen); 16 GB DDR4 RAM; Windows 11 Home Operating System; 512 GB SSD; 40.64 cm (16 inch) Display; Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee 1 year; 1 Year Onsite Warranty"
Lenovo,AMD,AMD Ryzen 5 Hexa Core Processor,71499,20,90000.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,9.0,AMD Ryzen 5 Hexa Core Processor; 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite warranty
Hp,Intel,Intel Core i5 Processor (13th Gen),71290,10,80000.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,13.0,Intel Core i5 Processor (13th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; Microsoft Office Home & Student 2021; 1 Year Onsite Warranty
Dell,Intel,Intel Core i5 Processor (13th Gen),71190,10,79795.0,16.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,13.0,Intel Core i5 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Home Operating System; 512 GB SSD; 35.56 cm (14 inch) Display; Microsoft Office Home & Student 2021; 1 Year Onsite Hardware Service
Lenovo,Intel,Intel Core i5 Processor (13th Gen),71190,37,114690.0,16.0,Windows 11,Windows,1024.0,TB,35.56,14.0,1.0,In Stock,13.0,Intel Core i5 Processor (13th Gen); 16 GB LPDDR5X RAM; Windows 11 Operating System; 1 TB SSD; 35.56 cm (14 inch) Display; Microsoft Office Home & Student 2021; 1 Year Carry-in Warranty
Hp,Intel,Intel Core i5 Processor (13th Gen),71076,21,90000.0,16.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,13.0,Intel Core i5 Processor (13th Gen); 16 GB DDR4 RAM; Windows 11 Home Operating System; 512 GB SSD; 35.56 cm (14 inch) Touchscreen Display; 1 year Warranty
Lenovo,Intel,Intel Core i5 Processor (12th Gen),71024,16,85000.0,8.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,12.0,Intel Core i5 Processor (12th Gen); 8 GB LPDDR4X RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Touchscreen Display; 1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection
Lenovo,AMD,AMD Ryzen 5 Hexa Core Processor,70990,35,110490.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,9.0,AMD Ryzen 5 Hexa Core Processor; 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Carry-in Warranty
Hp,Intel,Intel Core Ultra 5 Processor,70990,22,92083.0,16.0,Windows 11,Windows,1024.0,TB,40.64,16.0,1.0,In Stock,14.0,Intel Core Ultra 5 Processor; 16 GB LPDDR5 RAM; Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 inch) Display; 1 Year Onsite Warranty
Asus,Intel,Intel Core i5 Processor (12th Gen),70990,23,92990.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,12.0,Intel Core i5 Processor (12th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1 Year warranty
Asus,AMD,AMD Ryzen 7 Octa Core Processor,70990,30,101990.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,9.0,"AMD Ryzen 7 Octa Core Processor; 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; Windows 11, Microsoft Office H&S 2021, 1 Year McAfee; 1 Year Onsite Warranty"
Msi,Intel,Intel Core i5 Processor (12th Gen),70990,0,70990.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,2.0,In Stock,12.0,Intel Core i5 Processor (12th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 2 Year Onsite Warranty
Dell,AMD,AMD Ryzen 7 Octa Core Processor,70900,39,116990.0,16.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,9.0,AMD Ryzen 7 Octa Core Processor; 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Touchscreen Display; 1 Year Onsite Warranty
Hp,Intel,Intel Core i5 Processor (11th Gen),70899,19,87999.0,8.0,Windows 10,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,11.0,Intel Core i5 Processor (11th Gen); 8 GB DDR4 RAM; 64 bit Windows 10 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; Microsoft Office Home & Student 2019; 1 Year Onsite Warranty
Hp,AMD,AMD Ryzen 5 Hexa Core Processor,70499,12,80314.0,16.0,Windows 11,Windows,512.0,GB SSD,33.78,13.3,1.0,In Stock,9.0,AMD Ryzen 5 Hexa Core Processor; 16 GB LPDDR5 RAM; Windows 11 Operating System; 512 GB SSD; 33.78 cm (13.3 Inch) Display; 1 Year Onsite Warranty
Asus,AMD,AMD Ryzen 7 Octa Core Processor,70490,21,89990.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,9.0,AMD Ryzen 7 Octa Core Processor; 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite Warranty
Asus,Intel,Intel Core i5 Processor (11th Gen),70199,5,73990.0,8.0,Windows 10,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,11.0,"Intel Core i5 Processor (11th Gen); 8 GB DDR4 RAM; 64 bit Windows 10 Operating System; 512 GB SSD; 35.56 cm (14 inch) Display; Microsoft Office Home and Student 2019, Splendid, My Asus, Tru2Life; 1 Year Onsite Warranty"
Dell,Intel,Intel Core i5 Processor (13th Gen),70126,29,99000.0,16.0,Windows 11,Windows,1024.0,TB,35.56,14.0,1.0,In Stock,13.0,"Intel Core i5 Processor (13th Gen); 16 GB LPDDR5 RAM; 64 bit Windows 11 Operating System; 1 TB SSD; 35.56 cm (14 inch) Display; Windows 11, Microsoft Office; 1-year warranty"
Hp,Intel,Intel Core i7 Processor (10th Gen),70019,4,73100.0,8.0,Windows 10,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,10.0,Intel Core i7 Processor (10th Gen); 8 GB DDR4 RAM; 64 bit Windows 10 Operating System; 512 GB SSD; 35.56 cm (14 inch) Display; Microsoft Office Home and Student 2019; 1 Year Onsite Warranty
Lenovo,Intel,Intel Core i7 Processor (12th Gen),70000,51,145000.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,12.0,Intel Core i7 Processor (12th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite Warranty
Dell,Intel,Intel Core i5 Processor (13th Gen),69999,31,102317.0,8.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,13.0,Intel Core i5 Processor (13th Gen); 8 GB LPDDR5 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Touchscreen Display; Win 11 + Office H&S 2021; 1 Year Onsite Hardware Service
Acer,Intel,Intel Core i7 Processor (13th Gen),69999,38,113899.0,16.0,Windows 11,Windows,512.0,GB SSD,40.64,16.0,1.0,In Stock,13.0,Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; 64 bit Windows 11 Home Operating System; 512 GB SSD; 40.64 cm (16 Inch) Display; 1 Year Warranty
Asus,AMD,AMD Ryzen 7 Hexa Core Processor,69999,20,87990.0,16.0,Windows 11,Windows,1024.0,TB,39.62,15.6,1.0,In Stock,9.0,AMD Ryzen 7 Hexa Core Processor; 16 GB DDR5 RAM; Windows 11 Home Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite Warranty
Hp,AMD,AMD Ryzen 5 Hexa Core Processor,69999,20,87763.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,9.0,AMD Ryzen 5 Hexa Core Processor; 16 GB LPDDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Touchscreen Display; 1 Year Onsite Warranty
Lenovo,Intel,Intel Core i5 Processor (13th Gen),69999,28,97290.0,16.0,Windows 11,Windows,1024.0,TB,35.56,14.0,1.0,In Stock,13.0,Intel Core i5 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Home Operating System; 1 TB SSD; 35.56 cm (14 inch) Display; Office Home 2024; 1 Year Carry-in Warranty
Lenovo,Intel,Intel Core Ultra 5 Processor,69999,34,107690.0,16.0,Windows 11,Windows,1024.0,TB,40.64,16.0,1.0,In Stock,14.0,Intel Core Ultra 5 Processor; 16 GB LPDDR5X RAM; Windows 11 Operating System; 1 TB SSD; 40.64 cm (16 inch) Display; 1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection
Acer,Intel,Intel Core i7 Processor (13th Gen),69990,22,89990.0,32.0,Windows 11,Windows,1024.0,TB,35.56,14.0,3.0,In Stock,13.0,Intel Core i7 Processor (13th Gen); 32 GB DDR4 RAM; 64 bit Windows 11 Operating System; 1 TB SSD; 35.56 cm (14 inch) Display; MS OFFICE; 3 year Onsite Warranty
Hp,Intel,Intel Core i5 Processor (11th Gen),69990,10,78294.0,16.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,11.0,Intel Core i5 Processor (11th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 inch) Display; Microsoft Office Home & Student 2019; 1 Year Onsite Warranty
Acer,Intel,Intel Core 5 Processor,69990,34,106999.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,12.0,Intel Core 5 Processor; 16 GB DDR4 RAM; 64 bit Windows 11 Home Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1 Year Warranty
Msi,Intel,Intel Core Ultra 5 Processor (1st Gen),69990,53,149990.0,16.0,Windows 11,Windows,1024.0,TB,35.56,14.0,2.0,In Stock,14.0,Intel Core Ultra 5 Processor (1st Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 35.56 cm (14 Inch) Display; 2 Year Warranty Term
Hp,Intel,Intel Core i5 Processor (13th Gen),69990,20,87990.0,16.0,Windows 11,Windows,1024.0,TB,39.62,15.6,1.0,In Stock,13.0,Intel Core i5 Processor (13th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 inch) Display; 1 Year Onsite Warranty
Acer,Intel,Intel Core i7 Processor (13th Gen),69990,30,99999.0,16.0,Windows 11,Windows,512.0,GB SSD,40.64,16.0,1.0,In Stock,13.0,Intel Core i7 Processor (13th Gen); 16 GB DDR5 RAM; 64 bit Windows 11 Home Operating System; 512 GB SSD; 40.64 cm (16 Inch) Display; 1 Year Warranty
Asus,Intel,Intel Core i5 Processor (12th Gen),69990,29,98990.0,16.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,12.0,Intel Core i5 Processor (12th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 Inch) Display; 1 Year Onsite Warranty
Hp,Intel,Intel Core i5 Processor (12th Gen),69990,15,82414.0,16.0,Windows 11,Windows,1024.0,TB,39.62,15.6,1.0,In Stock,12.0,Intel Core i5 Processor (12th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite Warranty
Asus,Intel,Intel Core Ultra 5 Processor,69990,29,98990.0,16.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,14.0,"Intel Core Ultra 5 Processor; 16 GB DDR5 RAM; Windows 11 Home Operating System; 512 GB SSD; 35.56 cm (14 inch) Display; Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year; 1 Year Onsite Warranty"
Hp,AMD,AMD Ryzen 5 Hexa Core Processor,69990,13,81013.0,16.0,Windows 11,Windows,512.0,GB SSD,38.86,15.3,1.0,In Stock,9.0,AMD Ryzen 5 Hexa Core Processor; 16 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 38.86 cm (15.3 Inch) Display; 1 Year Onsite Warranty
Asus,Intel,Intel Core Ultra 5 Processor,69990,6,74990.0,16.0,Windows 11,Windows,1024.0,TB,35.56,14.0,1.0,In Stock,14.0,"Intel Core Ultra 5 Processor; 16 GB DDR5 RAM; Windows 11 Home Operating System; 1 TB SSD; 35.56 cm (14 inch) Display; Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year; 1 Year Onsite Warranty"
Msi,Intel,Intel Core i7 Processor (12th Gen),69990,16,83990.0,16.0,Windows 11,Windows,1024.0,TB,39.62,15.6,2.0,In Stock,12.0,Intel Core i7 Processor (12th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Display; 2 Year Onsite Warranty
Msi,Intel,Intel Core i7 Processor (12th Gen),69990,22,89990.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,2.0,In Stock,12.0,Intel Core i7 Processor (12th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 2 Year Onsite Warranty
Asus,Intel,Intel Core i5 Processor (13th Gen),69990,29,99500.0,16.0,Windows 11,Windows,1024.0,TB,39.62,15.6,1.0,In Stock,13.0,Intel Core i5 Processor (13th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 inch) Display; 1 year Domestic Warranty
Lenovo,AMD,AMD Ryzen 5 Hexa Core Processor,69990,29,99640.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,9.0,AMD Ryzen 5 Hexa Core Processor; 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; NA; 1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection
Lenovo,AMD,AMD Ryzen 5 Hexa Core Processor,69990,33,104890.0,8.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,9.0,AMD Ryzen 5 Hexa Core Processor; 8 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1 Year Warranty Term
Hp,AMD,AMD Ryzen 7 Octa Core Processor,69900,4,72990.0,16.0,Windows 11,Windows,1024.0,TB,39.62,15.6,1.0,In Stock,9.0,AMD Ryzen 7 Octa Core Processor; 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 1 TB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite Warranty
Hp,Intel,Intel Core i5 Processor (11th Gen),69800,9,76999.0,16.0,Windows 11,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,11.0,"Intel Core i5 Processor (11th Gen); 16 GB DDR4 RAM; 64 bit Windows 11 Operating System; 512 GB SSD; 35.56 cm (14 inch) Touchscreen Display; ""Microsoft Office Home & Student 2019, HP Documentation, HP SSRM, HP Smart ""; 1 Year Onsite Warranty"
Asus,AMD,AMD Ryzen 5 Hexa Core Processor,69742,14,81990.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,9.0,AMD Ryzen 5 Hexa Core Processor; 16 GB DDR5 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Year Onsite Warranty
Dell,Intel,Intel Core i5 Processor (13th Gen),69695,18,85000.0,16.0,Windows 11,Windows,1024.0,TB,35.56,14.0,1.0,In Stock,13.0,Intel Core i5 Processor (13th Gen); 16 GB DDR5 RAM; Windows 11 Operating System; 1 TB SSD; 35.56 cm (14 Inch) Display; 1 Year Onsite Hardware Service
Lenovo,Intel,Intel Core i5 Processor (11th Gen),69590,0,70000.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,11.0,Intel Core i5 Processor (11th Gen); 16 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 inch) Display; 1 Year Onsite warranty
Hp,Intel,Intel Core i5 Processor (11th Gen),69550,3,71999.0,16.0,Windows 10,Windows,512.0,GB SSD,35.56,14.0,1.0,In Stock,11.0,"Intel Core i5 Processor (11th Gen); 16 GB DDR4 RAM; 64 bit Windows 10 Operating System; 512 GB SSD; 35.56 cm (14 inch) Display; Microsoft Office Home and Student 2019, HP Documentation, HP Smart, HP BIOS Recovery, HP Support Assistant, Dropbox; 1 Year Onsite Warranty"
Lenovo,AMD,AMD Ryzen 7 Octa Core Processor,69500,0,70000.0,16.0,Windows 11,Windows,512.0,GB SSD,39.62,15.6,1.0,In Stock,9.0,AMD Ryzen 7 Octa Core Processor; 16 GB DDR4 RAM; Windows 11 Operating System; 512 GB SSD; 39.62 cm (15.6 Inch) Display; 1 Yr. Onsite + 1 Yr. Accidental Damage Protection
